Site	Tag#	Species	x	y	Cored?	Year_1st_rec	Mort_Yr	Trunk	F_15_DBH	Sp_16_DBH	Su_16_DBH	Su_17_DBH	Su_18_DBH	Su_19_DBH																					
SJP	0.00	ABXX	16.50	65.50	N	2016.00	2014.00	1.00	NA	NA	12.50	NA	NA	NA																					
SJP	0.00	ABXX	16.00	65.50	N	2016.00	2014.00	1.00	NA	NA	9.20	NA	NA	NA																					
SJP	0.00	ABXX	16.00	66.00	N	2016.00	2014.00	1.00	NA	NA	31.30	NA	NA	NA																					
SJP	0.00	ABXX	19.50	69.00	N	2016.00	2014.00	1.00	NA	NA	40.70	NA	NA	NA																					
SJP	0.00	ABXX	19.00	76.50	N	2016.00	2014.00	1.00	NA	NA	33.00	NA	NA	NA																					
SJP	0.00	ABXX	18.50	76.50	N	2016.00	2014.00	1.00	NA	NA	11.40	NA	NA	NA																					
SJP	0.00	ABXX	2.50	69.50	N	2016.00	2014.00	1.00	NA	NA	129.30	NA	NA	NA																					
SJP	0.00	ABXX	4.00	72.00	N	2016.00	2014.00	1.00	NA	NA	96.90	NA	NA	NA																					
SJP	0.00	ABXX	4.00	72.50	N	2016.00	2014.00	2.00	NA	NA	37.50	NA	NA	NA																					
SJP	0.00	ABXX	8.00	74.00	N	2016.00	2014.00	1.00	NA	NA	102.40	NA	NA	NA																					
SJP	0.00	ABXX	5.00	74.00	N	2016.00	2014.00	2.00	NA	NA	89.30	NA	NA	NA																					
SJP	0.00	ABXX	4.50	74.50	N	2016.00	2014.00	3.00	NA	NA	70.90	NA	NA	NA																					
SJP	0.00	ABXX	4.00	76.00	N	2016.00	2014.00	1.00	NA	NA	110.20	NA	NA	NA																					
SJP	0.00	ABXX	26.00	73.00	N	2016.00	2014.00	1.00	NA	NA	77.20	NA	NA	NA																					
SJP	0.00	ABXX	30.00	79.00	N	2016.00	2014.00	1.00	NA	NA	18.30	NA	NA	NA																					
SJP	0.00	ABXX	25.50	80.00	N	2016.00	2014.00	1.00	NA	NA	11.40	NA	NA	NA																					
SJP	0.00	ABXX	26.00	78.00	N	2016.00	2014.00	1.00	NA	NA	31.40	NA	NA	NA																					
SJP	0.00	ABXX	26.00	75.50	N	2016.00	2014.00	1.00	NA	NA	9.90	NA	NA	NA																					
SJP	0.00	ABXX	31.00	79.00	N	2016.00	2014.00	1.00	NA	NA	15.50	NA	NA	NA																					
SJP	0.00	ABXX	33.00	78.50	N	2016.00	2014.00	1.00	NA	NA	19.70	NA	NA	NA																					
SJP	0.00	ABXX	39.00	79.00	N	2016.00	2014.00	1.00	NA	NA	17.20	NA	NA	NA																					
SJP	0.00	ABXX	30.50	56.00	N	2016.00	2014.00	1.00	NA	NA	37.40	NA	NA	NA																					
SJP	0.00	ABXX	42.50	0.50	N	2016.00	2014.00	1.00	NA	NA	20.40	NA	NA	NA																					
SJP	0.00	ABXX	49.00	20.00	N	2016.00	2014.00	1.00	NA	NA	27.30	NA	NA	NA																					
SJP	0.00	ABXX	44.00	39.00	N	2016.00	2014.00	1.00	NA	NA	26.30	NA	NA	NA																					
SJP	0.00	ABXX	54.00	29.00	N	2016.00	2014.00	1.00	NA	NA	15.30	NA	NA	NA																					
SJP	0.00	ABXX	50.50	49.50	N	2016.00	2014.00	1.00	NA	NA	7.80	NA	NA	NA																					
SJP	0.00	ABXX	59.00	56.00	N	2016.00	2014.00	1.00	NA	NA	17.60	NA	NA	NA																					
SJP	0.00	CADE	58.00	6.00	N	2016.00	2014.00	1.00	NA	NA	21.50	NA	NA	NA																					
SJP	0.00	ABXX	62.50	60.00	N	2016.00	2014.00	1.00	NA	NA	17.50	NA	NA	NA																					
SJP	0.00	ABXX	79.50	13.00	N	2016.00	2014.00	1.00	NA	NA	21.80	NA	NA	NA																					
SJP	0.00	ABXX	79.00	18.00	N	2016.00	2014.00	1.00	NA	NA	45.80	NA	NA	NA																					
SJP	0.00	ABXX	75.00	16.50	N	2016.00	2014.00	1.00	NA	NA	25.50	NA	NA	NA																					
SJP	0.00	ABXX	70.00	19.00	N	2016.00	2014.00	1.00	NA	NA	25.70	NA	NA	NA																					
SJP	0.00	ABXX	75.00	19.50	N	2016.00	2014.00	1.00	NA	NA	28.90	NA	NA	NA																					
SJP	0.00	ABXX	83.00	3.50	N	2016.00	2014.00	1.00	NA	NA	27.20	NA	NA	NA																					
SJP	0.00	ABXX	84.00	7.00	N	2016.00	2014.00	1.00	NA	NA	57.20	NA	NA	NA																					
SJP	0.00	ABXX	81.50	13.00	N	2016.00	2014.00	1.00	NA	NA	40.20	NA	NA	NA																					
SJP	0.00	ABXX	86.50	43.50	N	2016.00	2014.00	1.00	NA	NA	39.40	NA	NA	NA																					
SJP	0.00	ABXX	87.00	47.50	N	2016.00	2014.00	1.00	NA	NA	47.00	NA	NA	NA																					
SJP	0.00	CADE	96.00	12.00	N	2016.00	2014.00	1.00	NA	NA	43.90	NA	NA	NA																					
SJP	0.00	ABXX	93.00	47.50	N	2016.00	2014.00	1.00	NA	NA	46.90	NA	NA	NA																					
SJP	0.00	ABXX	77.00	69.00	N	2016.00	2014.00	1.00	NA	NA	61.80	NA	NA	NA																					
SJP	0.00	ABXX	75.00	77.00	N	2016.00	2014.00	1.00	NA	NA	93.30	NA	NA	NA																					
SJP	0.00	ABXX	59.50	61.00	N	2016.00	2014.00	1.00	NA	NA	17.60	NA	NA	NA																					
SJP	0.00	ABXX	60.00	73.00	N	2016.00	2014.00	1.00	NA	NA	9.60	NA	NA	NA																					
SJP	0.00	ABXX	59.00	75.50	N	2016.00	2014.00	1.00	NA	NA	16.30	NA	NA	NA																					
SJP	0.00	ABXX	25.00	68.00	N	2016.00	2014.00	1.00	NA	NA	35.40	NA	NA	NA																					
SJP	0.00	ABXX	9.00	56.00	N	2016.00	2014.00	1.00	NA	NA	47.20	NA	NA	NA																					
SJP	0.00	ABXX	7.00	58.00	N	2016.00	2014.00	1.00	NA	NA	26.80	NA	NA	NA																					
SJP	0.00	ABXX	2.00	58.00	N	2016.00	2014.00	1.00	NA	NA	48.80	NA	NA	NA																					
SJP	0.00	ABXX	1.00	59.00	N	2016.00	2014.00	1.00	NA	NA	15.10	NA	NA	NA																					
SJP	0.00	ABXX	7.50	35.50	N	2016.00	2014.00	1.00	NA	NA	53.20	NA	NA	NA																					
SJP	0.00	ABXX	5.00	52.00	N	2016.00	2014.00	1.00	NA	NA	7.50	NA	NA	NA																					
SJP	0.00	ABXX	5.50	55.50	N	2016.00	2014.00	1.00	NA	NA	35.70	NA	NA	NA																					
SJP	0.00	ABXX	6.00	55.50	N	2016.00	2014.00	1.00	NA	NA	19.70	NA	NA	NA																					
SP	1.00	PIPO	0.00	2.00	N	2015.00	NA	1.00	8.40	NA	8.60	9.00	9.90	11.00																					
SP	2.00	PIPO	0.50	2.00	N	2015.00	NA	1.00	1.80	NA	1.50	2.90	1.90	2.30																					
SP	3.00	QUKE	2.00	1.50	N	2015.00	NA	1.00	7.30	NA	6.90	7.40	8.50	9.20																					
SP	4.00	QUKE	2.50	1.50	N	2015.00	NA	1.00	3.10	NA	3.30	4.00	4.30	4.80																					
SP	5.00	PIPO	1.50	6.00	N	2016.00	2018.00	1.00	84.20	NA	84.70	83.70	84.20	NA																					
SP	6.00	QUKE	1.00	6.00	N	2015.00	NA	1.00	1.50	NA	2.00	2.00	2.00	3.10																					
SP	7.00	QUKE	0.50	6.00	N	2015.00	NA	1.00	1.80	NA	1.80	1.80	1.60	2.00																					
SP	8.00	QUKE	2.00	6.00	N	2015.00	NA	1.00	1.60	NA	1.10	1.60	2.20	2.80																					
SP	9.00	QUKE	6.50	5.00	N	2015.00	NA	1.00	4.90	NA	5.30	5.40	6.40	6.90																					
SP	10.00	PIPO	6.00	3.00	N	2015.00	NA	1.00	9.10	NA	9.60	10.20	11.10	12.70																					
SP	11.00	QUKE	2.00	9.00	N	2015.00	NA	1.00	9.80	NA	10.20	10.50	10.90	11.70																					
SP	12.00	QUKE	3.00	9.00	N	2015.00	NA	1.00	7.90	NA	11.70	11.60	12.50	13.80																					
SP	14.00	QUKE	4.00	10.00	N	2015.00	NA	1.00	4.40	NA	3.70	3.60	4.00	4.20																					
SP	15.00	CADE	6.00	11.00	N	2015.00	NA	1.00	8.50	NA	8.10	8.70	9.80	7.20																					
SP	16.00	PILA	5.00	12.50	N	2015.00	NA	1.00	3.50	NA	7.10	4.50	5.10	6.00																					
SP	17.00	PIPO	5.00	15.00	N	2015.00	NA	1.00	15.20	NA	15.50	14.90	18.30	16.50																					
SP	18.00	ABCO	2.00	18.00	N	2015.00	NA	1.00	16.70	NA	17.30	18.00	19.60	21.30																					
SP	19.00	ABCO	0.00	17.00	N	2015.00	NA	1.00	14.20	NA	14.70	15.10	16.00	16.00																					
SP	20.00	PIPO	0.50	17.00	N	2015.00	2019.00	1.00	6.80	NA	6.60	6.10	6.10	NA																					
SP	21.00	ABCO	3.50	19.00	N	2015.00	NA	1.00	6.50	NA	6.80	7.00	7.40	8.20																					
SP	22.00	PIPO	5.00	20.00	N	2015.00	NA	1.00	3.80	NA	3.90	4.40	4.40	4.20																					
SP	23.00	PILA	8.00	18.00	N	2015.00	NA	1.00	6.30	NA	7.00	6.80	7.60	8.10																					
SP	24.00	PILA	8.50	18.00	N	2015.00	NA	1.00	5.40	NA	5.90	6.20	6.50	7.00																					
SP	25.00	QUKE	8.50	10.00	N	2015.00	NA	1.00	3.60	NA	3.00	4.10	4.90	6.50																					
SP	26.00	PIPO	8.00	9.00	N	2015.00	NA	1.00	9.40	NA	9.80	10.10	10.50	12.30																					
SP	27.00	PIPO	7.00	7.50	N	2015.00	NA	1.00	10.60	NA	10.20	10.80	10.90	11.90																					
SP	28.00	PIPO	9.00	6.00	N	2015.00	NA	1.00	15.80	NA	15.60	16.00	15.80	16.60																					
SP	29.00	QUKE	4.50	8.00	N	2015.00	NA	1.00	2.50	NA	2.50	2.60	3.30	4.90																					
SP	30.00	QUKE	4.00	7.50	N	2015.00	NA	1.00	2.30	NA	1.80	1.90	3.40	4.10																					
SP	31.00	QUKE	4.00	8.00	N	2015.00	NA	1.00	2.20	NA	2.50	2.70	3.90	4.70																					
SP	32.00	QUKE	5.00	10.00	N	2015.00	NA	1.00	3.00	NA	3.60	3.60	4.70	NA																					
SP	33.00	QUKE	5.00	11.00	N	2015.00	NA	1.00	3.30	NA	2.60	3.30	3.90	4.20																					
SP	34.00	QUKE	13.00	7.00	N	2015.00	NA	1.00	1.80	NA	2.40	NA	2.70	NA																					
SP	35.00	PIPO	6.00	11.50	N	2016.00	2018.00	1.00	92.10	NA	99.00	95.10	92.00	NA																					
SP	36.00	PIPO	6.50	0.00	N	2015.00	NA	1.00	6.40	NA	7.20	7.60	8.30	9.10																					
SP	37.00	PIPO	6.50	3.00	N	2015.00	NA	1.00	4.10	NA	4.10	4.30	5.40	6.10																					
SP	38.00	CADE	17.00	4.50	N	2015.00	NA	1.00	63.10	NA	63.00	63.20	63.10	64.80																					
SP	39.00	PILA	17.00	5.50	N	2015.00	NA	1.00	7.10	NA	7.70	7.70	8.50	9.00																					
SP	40.00	ABCO	17.50	5.50	N	2015.00	NA	1.00	7.40	NA	7.40	7.70	8.30	8.70																					
SP	41.00	PIPO	18.00	5.00	N	2015.00	NA	1.00	1.50	NA	1.30	1.50	1.60	NA																					
SP	42.00	PILA	17.00	6.00	N	2015.00	NA	1.00	2.60	NA	2.40	2.40	2.40	2.40																					
SP	43.00	QUKE	11.50	10.00	N	2015.00	NA	1.00	NA	NA	6.50	6.70	7.20	7.70																					
SP	44.00	PIPO	13.00	9.00	N	2015.00	NA	1.00	6.80	NA	1.40	1.80	1.50	1.90																					
SP	45.00	QUKE	12.50	8.50	N	2015.00	NA	1.00	1.70	NA	5.10	4.90	6.30	6.00																					
SP	46.00	QUKE	12.00	9.00	N	2015.00	NA	1.00	4.90	NA	4.90	5.60	6.10	6.00																					
SP	47.00	QUKE	11.00	9.00	N	2015.00	NA	1.00	4.70	NA	8.80	8.90	10.20	11.50																					
SP	48.00	QUKE	10.50	9.00	N	2015.00	NA	1.00	8.10	NA	3.10	3.70	5.40	4.00																					
SP	49.00	QUKE	10.00	9.00	N	2015.00	NA	1.00	3.30	NA	3.50	3.70	4.20	4.40																					
SP	50.00	QUKE	10.00	8.00	N	2015.00	NA	1.00	4.80	NA	5.30	6.00	7.70	6.80																					
SP	51.00	QUKE	9.50	9.00	N	2015.00	NA	1.00	5.30	NA	5.50	5.00	5.80	6.10																					
SP	52.00	QUKE	9.50	9.50	N	2015.00	NA	1.00	2.20	NA	2.80	3.10	5.00	3.20																					
SP	53.00	QUKE	7.00	15.00	N	2015.00	NA	1.00	2.00	NA	2.00	2.30	2.80	3.00																					
SP	54.00	ABCO	14.00	20.00	N	2015.00	NA	1.00	40.10	NA	40.80	41.30	42.30	43.20																					
SP	55.00	ABCO	18.50	19.00	N	2015.00	NA	1.00	31.10	NA	32.40	32.30	32.70	33.00																					
SP	56.00	ABCO	16.00	30.00	N	2015.00	2016.00	1.00	75.10	NA	35.60	NA	NA	NA																					
SP	57.00	ABCO	11.00	24.00	N	2015.00	2018.00	1.00	49.20	NA	48.80	49.30	49.10	NA																					
SP	58.00	ABCO	21.00	35.00	N	2015.00	NA	1.00	62.40	NA	63.60	64.90	65.00	66.30																					
SP	59.00	ABCO	10.00	35.00	N	2015.00	NA	1.00	52.60	NA	52.70	53.00	53.20	53.30																					
SP	60.00	ABCO	8.50	49.00	N	2015.00	2016.00	1.00	21.40	NA	21.50	NA	NA	NA																					
SP	61.00	ABCO	9.00	46.00	N	2015.00	NA	1.00	60.60	NA	62.10	61.10	62.80	63.00																					
SP	62.00	PIPO	12.00	54.00	Y	2015.00	NA	1.00	55.80	NA	60.60	66.30	60.10	60.10																					
SP	63.00	ABCO	13.00	58.50	Y	2015.00	NA	1.00	69.70	NA	69.20	70.20	70.00	70.70																					
SP	64.00	ABCO	20.00	50.00	N	2015.00	2018.00	1.00	29.10	NA	29.10	29.90	29.10	NA																					
SP	65.00	QUKE	20.00	48.00	N	2015.00	2018.00	1.00	35.20	NA	34.80	43.70	33.90	34.80																					
SP	67.00	ABCO	36.00	59.50	N	2015.00	2019.00	1.00	18.00	NA	18.20	18.50	18.90	NA																					
SP	68.00	ABCO	46.00	23.00	N	2015.00	NA	1.00	33.10	NA	32.90	33.60	33.30	33.80																					
SP	69.00	PILA	42.00	25.00	N	2015.00	2016.00	1.00	20.00	NA	19.70	NA	NA	NA																					
SP	70.00	ABCO	20.00	39.50	N	2015.00	2018.00	1.00	31.70	NA	32.10	32.10	31.70	NA																					
SP	71.00	ABCO	26.00	49.00	N	2015.00	NA	1.00	62.90	NA	63.20	62.50	63.20	64.50																					
SP	72.00	ABCO	40.50	32.00	N	2015.00	2016.00	1.00	51.30	NA	51.40	52.00	NA	NA																					
SP	73.00	PILA	30.00	57.00	Y	2015.00	2018.00	1.00	71.90	NA	72.30	73.40	71.30	NA																					
SP	74.00	PILA	23.00	43.00	Y	2015.00	NA	1.00	41.50	NA	42.10	41.90	42.40	45.00																					
SP	75.00	ABCO	28.00	39.00	N	2015.00	NA	1.00	45.40	NA	45.70	45.70	46.20	46.60																					
SP	76.00	ABCO	29.00	44.00	N	2015.00	NA	1.00	74.60	NA	74.70	74.90	74.40	77.90																					
SP	77.00	ABCO	35.00	43.00	N	2015.00	2016.00	1.00	58.30	NA	58.80	NA	NA	NA																					
SP	78.00	ABCO	20.00	42.00	N	2015.00	2016.00	1.00	48.70	NA	48.90	NA	NA	NA																					
SP	78.00	ABCO	20.00	42.50	N	2015.00	2016.00	2.00	32.10	NA	31.80	NA	NA	NA																					
SP	79.00	ABCO	47.00	23.00	N	2015.00	2016.00	1.00	45.00	NA	44.40	NA	NA	NA																					
SP	80.00	ABCO	58.00	20.00	N	2015.00	2017.00	1.00	61.20	NA	61.20	NA	NA	NA																					
SP	81.00	ABCO	59.00	22.00	N	2015.00	2016.00	1.00	51.00	NA	50.20	NA	NA	NA																					
SP	82.00	PILA	46.00	28.50	N	2015.00	2018.00	1.00	45.80	NA	45.50	44.40	45.40	NA																					
SP	83.00	ABCO	47.50	25.00	N	2015.00	NA	1.00	64.30	NA	63.80	66.00	64.20	64.60																					
SP	84.00	ABCO	56.00	31.00	N	2015.00	2018.00	1.00	48.10	NA	48.70	48.00	48.00	NA																					
SP	85.00	ABCO	48.00	39.50	N	2015.00	NA	1.00	76.60	NA	76.50	78.70	76.40																						
SP	86.00	ABCO	18.00	67.00	N	2015.00	NA	1.00	NA	74.10	74.50	NA	77.30	79.10																					
SP	87.00	ABCO	61.00	56.00	N	2015.00	NA	1.00	NA	48.70	59.00	51.60	51.30	51.80																					
SP	88.00	PIPO	70.00	60.00	N	2015.00	2018.00	1.00	NA	27.90	27.20	27.50	27.40	NA																					
SP	89.00	PIPO	73.00	60.00	N	2015.00	2017.00	1.00	NA	74.70	74.90	74.00	NA	NA																					
SP	89.00	PIPO	73.00	61.50	N	2016.00	2017.00	2.00	NA	NA	17.00	NA	NA	NA																					
SP	90.00	PIPO	70.50	66.00	N	2015.00	2018.00	1.00	NA	31.40	30.70	30.50	30.50	NA																					
SP	91.00	ABCO	74.00	67.00	N	2015.00	2019.00	1.00	NA	37.20	36.70	NA	NA	NA																					
SP	92.00	ABCO	72.50	71.00	N	2015.00	NA	1.00	NA	39.30	38.60	39.20	40.10	441.00																					
SP	93.00	ABCO	74.00	76.50	N	2015.00	NA	1.00	NA	50.10	49.80	50.10	51.10	55.00																					
SP	94.00	ABCO	72.00	79.00	N	2015.00	2019.00	1.00	NA	19.30	18.90	18.90	18.60	NA																					
SP	95.00	ABCO	82.00	79.00	N	2015.00	NA	1.00	NA	29.40	28.80	29.10	29.40	30.90																					
SP	98.00	PIPO	90.00	76.50	N	2015.00	2019.00	1.00	NA	12.80	11.90	12.40	11.10	NA																					
SP	99.00	PIPO	91.00	77.50	N	2015.00	NA	1.00	NA	11.30	11.50	12.00	12.20	12.10																					
SP	101.00	PILA	0.00	37.00	N	2015.00	NA	1.00	7.30	NA	8.40	8.70	9.80	10.90																					
SP	102.00	PIPO	0.00	33.00	N	2015.00	2018.00	1.00	2.90	NA	3.20	3.80	3.10	NA																					
SP	103.00	ABCO	2.00	29.00	N	2015.00	NA	1.00	2.10	NA	2.30	1.90	3.00	3.40																					
SP	104.00	ABCO	8.00	30.50	N	2015.00	NA	1.00	59.40	NA	58.40	59.00	59.10	10.20																					
SP	105.00	ABCO	8.00	29.00	N	2015.00	NA	1.00	28.00	NA	28.60	28.90	30.00	31.50																					
SP	106.00	ABCO	10.50	29.00	N	2015.00	2016.00	1.00	17.90	NA	17.90	NA	NA	NA																					
SP	107.00	ABCO	24.00	24.00	N	2015.00	NA	1.00	57.00	NA	57.50	58.00	58.40	39.00																					
SP	108.00	ABCO	31.00	22.00	N	2015.00	NA	1.00	63.90	NA	64.20	64.60	64.40	65.80																					
SP	109.00	ABCO	30.00	25.00	N	2015.00	2016.00	1.00	33.80	NA	33.70	NA	NA	NA																					
SP	110.00	PILA	33.00	27.00	N	2015.00	2016.00	1.00	58.40	NA	58.10	NA	NA	NA																					
SP	111.00	PILA	32.00	36.00	N	2015.00	2016.00	1.00	69.30	NA	70.10	NA	NA	NA																					
SP	112.00	PILA	35.00	33.00	N	2015.00	2016.00	1.00	29.20	NA	29.20	NA	NA	NA																					
SP	113.00	PILA	35.00	21.00	N	2015.00	NA	1.00	14.40	NA	15.00	15.20	15.80	16.40																					
SP	114.00	QUKE	39.00	21.00	N	2015.00	NA	1.00	34.50	NA	34.90	35.00	35.10	35.30																					
SP	115.00	PILA	40.00	17.00	N	2015.00	2016.00	1.00	34.80	NA	34.70	NA	NA	NA																					
SP	116.00	ABCO	34.00	19.00	N	2015.00	NA	1.00	43.90	NA	44.00	44.80	44.50	45.40																					
SP	117.00	PILA	37.00	13.00	N	2015.00	NA	1.00	3.90	NA	4.10	4.40	5.00	4.90																					
SP	118.00	QUKE	37.50	12.00	N	2015.00	NA	1.00	37.00	NA	37.50	37.20	37.90	35.80																					
SP	118.00	QUKE	37.50	11.50	N	2016.00	2016.00	2.00	NA	NA	15.80	NA	NA	NA																					
SP	119.00	CADE	34.00	12.00	N	2015.00	NA	1.00	6.80	NA	7.00	7.30	7.90	10.20																					
SP	120.00	PILA	31.50	11.50	N	2015.00	NA	1.00	13.10	NA	13.90	14.40	NA	NA																					
SP	120.00	PILA	31.00	10.00	N	2016.00	NA	2.00	NA	NA	2.40	14.30	14.90	15.30																					
SP	121.00	ABCO	30.00	12.00	N	2015.00	NA	1.00	6.60	NA	6.90	6.90	6.90	7.10																					
SP	122.00	ABCO	31.00	11.00	N	2015.00	NA	1.00	13.60	NA	14.40	14.40	15.40	16.50																					
SP	123.00	ABCO	31.50	10.00	N	2015.00	NA	1.00	9.00	NA	8.70	8.50	8.40	9.00																					
SP	124.00	PILA	34.00	9.50	N	2015.00	2019.00	1.00	1.20	NA	1.50	1.40	1.40	NA																					
SP	125.00	PIPO	32.00	8.00	N	2015.00	NA	1.00	6.40	NA	6.40	6.50	4.20	5.50																					
SP	126.00	ABCO	30.00	8.00	N	2015.00	NA	1.00	13.70	NA	14.30	14.70	15.80	16.60																					
SP	127.00	PIPO	31.50	7.00	N	2015.00	NA	1.00	6.20	NA	6.70	6.30	6.50	6.80																					
SP	128.00	PIPO	30.50	7.00	N	2015.00	NA	1.00	7.80	NA	8.30	8.40	8.70	9.20																					
SP	129.00	PIPO	30.00	7.00	N	2015.00	NA	1.00	6.90	NA	7.20	7.10	7.50	8.00																					
SP	130.00	PIPO	33.00	6.00	N	2015.00	NA	1.00	17.80	NA	17.40	17.60	17.90	19.30																					
SP	131.00	PILA	33.00	7.00	N	2015.00	NA	1.00	5.00	NA	6.20	6.30	7.10	7.60																					
SP	132.00	PILA	32.50	9.00	N	2015.00	NA	1.00	14.70	NA	15.20	15.80	16.70	19.20																					
SP	133.00	PILA	34.00	10.00	N	2015.00	NA	1.00	0.80	NA	1.20	1.50	1.70	2.50																					
SP	134.00	PILA	34.00	9.00	N	2015.00	NA	1.00	7.20	NA	8.20	8.30	9.30	NA																					
SP	135.00	QUKE	37.00	9.00	N	2015.00	NA	1.00	44.10	NA	43.70	44.30	44.80	45.30																					
SP	136.00	PILA	29.00	2.00	N	2015.00	NA	1.00	2.30	NA	2.70	2.80	4.00	3.60																					
SP	137.00	PILA	29.00	2.50	N	2015.00	NA	1.00	2.70	NA	3.00	2.50	3.30	3.10																					
SP	138.00	PIPO	28.00	9.00	N	2015.00	NA	1.00	12.00	NA	12.60	12.80	13.30	14.00																					
SP	139.00	PIPO	28.00	9.50	N	2015.00	NA	1.00	7.80	NA	8.10	7.90	8.70	9.50																					
SP	140.00	PIPO	28.00	11.00	N	2015.00	NA	1.00	7.90	NA	8.20	49.30	8.50	8.60																					
SP	141.00	PILA	28.00	11.50	N	2015.00	NA	1.00	14.50	NA	15.30	16.10	17.00	18.20																					
SP	142.00	PIPO	29.50	13.00	N	2015.00	NA	1.00	7.80	NA	7.90	7.90	7.80	8.20																					
SP	143.00	PILA	24.00	11.50	N	2015.00	NA	1.00	2.80	NA	2.40	3.50	5.10	3.90																					
SP	144.00	PIPO	24.00	3.00	N	2015.00	NA	1.00	8.40	NA	8.50	8.50	9.40	9.60																					
SP	145.00	ABCO	21.00	11.00	N	2015.00	2016.00	1.00	1.80	NA	2.30	NA	NA	NA																					
SP	146.00	ABCO	20.00	11.00	N	2015.00	NA	1.00	58.90	NA	59.10	59.50	59.80	60.40																					
SP	147.00	PIPO	41.00	3.00	N	2015.00	NA	1.00	6.60	NA	6.80	7.50	7.80	8.50																					
SP	148.00	PIPO	41.00	0.50	N	2015.00	NA	1.00	7.80	NA	8.00	8.70	9.50	11.50																					
SP	149.00	PIPO	41.50	3.00	N	2015.00	NA	1.00	4.70	NA	5.70	5.40	6.10	6.20																					
SP	150.00	PIPO	49.00	1.00	N	2015.00	2019.00	1.00	2.70	NA	3.00	3.10	3.20	NA																					
SP	151.00	PIPO	44.50	1.00	N	2015.00	NA	1.00	3.00	NA	3.40	3.80	4.00	4.20																					
SP	152.00	PILA	45.00	1.00	N	2015.00	NA	1.00	3.00	NA	3.50	4.00	4.10	5.10																					
SP	153.00	QUKE	47.00	6.50	N	2015.00	NA	1.00	30.10	NA	30.40	31.00	30.90	33.30																					
SP	153.00	QUKE	47.00	6.00	N	2016.00	2016.00	2.00	NA	NA	17.70	NA	NA	NA																					
SP	154.00	PIPO	57.00	6.00	N	2015.00	2016.00	1.00	19.40	NA	19.30	NA	NA	NA																					
SP	155.00	PIPO	60.00	8.00	N	2015.00	2018.00	1.00	22.20	NA	21.80	21.60	22.50	NA																					
SP	156.00	QUKE	58.00	9.00	N	2015.00	NA	1.00	20.10	NA	20.20	21.20	20.50	20.00																					
SP	157.00	PILA	58.00	11.00	N	2015.00	NA	1.00	31.40	NA	32.80	32.20	33.20	34.80																					
SP	158.00	QUKE	57.00	12.00	N	2015.00	NA	1.00	48.20	NA	47.80	49.30	50.40	56.50																					
SP	158.00	QUKE	57.00	12.50	N	2015.00	NA	2.00	41.70	NA	42.10	43.50	44.00	44.00																					
SP	159.00	PIPO	58.00	15.50	N	2015.00	NA	1.00	24.80	NA	25.50	28.70	26.20	25.40																					
SP	160.00	ABCO	53.00	15.00	N	2015.00	2016.00	1.00	22.90	NA	23.10	NA	NA	NA																					
SP	161.00	ABCO	49.00	15.00	N	2015.00	2016.00	1.00	8.50	NA	8.50	NA	NA	NA																					
SP	162.00	ABCO	46.00	17.00	N	2015.00	2016.00	1.00	42.00	NA	42.20	NA	NA	NA																					
SP	163.00	QUKE	46.00	16.00	N	2015.00	NA	1.00	39.60	NA	38.50	38.90	39.10	NA																					
SP	163.00	QUKE	46.00	16.00	N	2015.00	NA	2.00	32.80	NA	32.10	32.10	32.50	NA																					
SP	164.00	ABCO	44.00	13.00	N	2015.00	2016.00	1.00	17.90	NA	18.30	NA	NA	NA																					
SP	165.00	PILA	43.00	9.50	N	2015.00	NA	1.00	42.00	NA	4.70	5.20	6.10	7.50																					
SP	166.00	QUKE	45.00	8.50	N	2015.00	NA	1.00	35.80	NA	45.90	36.10	37.20	37.80																					
SP	167.00	QUKE	43.50	17.00	N	2015.00	NA	1.00	45.00	NA	44.40	46.80	46.10	47.30																					
SP	167.00	QUKE	44.00	17.00	N	2016.00	2016.00	2.00	NA	NA	22.80	NA	NA	NA																					
SP	175.00	ABCO	19.00	78.00	N	2015.00	NA	1.00	NA	68.70	67.60	74.20	68.40	70.90																					
SP	176.00	ABCO	19.00	73.00	N	2015.00	NA	1.00	NA	50.00	49.20	53.00	51.70	51.90																					
SP	177.00	ABCO	33.00	76.50	N	2015.00	NA	1.00	NA	66.60	71.40	72.20	72.60	74.30																					
SP	178.00	ABCO	35.00	74.50	N	2015.00	NA	1.00	NA	74.20	76.20	78.20	78.30	81.00																					
SP	179.00	ABCO	39.00	71.50	N	2015.00	NA	1.00	NA	69.10	70.30	71.40	70.80	73.50																					
SP	180.00	ABCO	53.00	76.00	N	2015.00	NA	1.00	NA	55.70	57.60	58.10	59.10	60.10																					
SP	180.00	ABCO	53.50	73.00	N	2016.00	2016.00	2.00	NA	NA	9.20	NA	NA	NA																					
SP	181.00	ABCO	55.50	75.00	N	2015.00	NA	1.00	NA	40.80	40.30	40.60	40.50	41.20																					
SP	182.00	ABCO	52.50	71.00	N	2015.00	NA	1.00	NA	31.70	31.00	NA	32.00	32.80																					
SP	183.00	PILA	53.00	66.00	N	2015.00	NA	1.00	NA	39.60	38.30	38.80	38.50	38.90																					
SP	184.00	ABCO	60.00	76.00	N	2015.00	NA	1.00	NA	48.50	50.70	49.50	80.10	54.00																					
